Place,Type of meteorite,"Mass, g",Fell/found?,Year,Database,Coordinate 1,Coordinates 2
LEW 88083,H6,7.9,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13837,-84.24513,161.405
LEW 88697,H5,7.9,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14434,-84.27177,161.40183
EET 90867,L6,7.9,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9276,-76.2699,156.50559
EET 90436,L6,7.9,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8845,-76.27793,156.45494
EET 90511,L6,7.9,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8920,-76.28685,156.43409
EET 90732,H5,7.9,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9141,-76.2918,156.38742
EET 90029,Eucrite-unbr,7.9,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8439,-76.27386,156.37451
QUE 93396,H5,7.9,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19484,-84,168
QUE 94510,L6,7.9,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20142,-84,168
QUE 94511,H6,7.9,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20143,-84,168
FRO 95004,H6,7.9,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=10689,-72.95167,160.46583
EET 96309,EH4/5,7.9,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9900,-76.18333,157.16667
QUE 97424,LL5,7.9,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20880,-84,168
QUE 99278,LL5,7.9,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21729,-84,168
QUE 99416,LL5,7.9,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21864,-84,168
QUE 99527,LL5,7.9,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21973,-84,168
MET 00853,L5,7.9,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16087,-79.68333,159.75
MET 01190,LL6,7.9,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16422,-79.68333,159.75
Y-791179,H5,7.89,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26528,-71.5,35.66667
Y-791653,L4,7.89,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27002,-71.5,35.66667
MET 00906,H5,7.89,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16140,-79.68333,155.75
Y-791169,H4,7.88,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26518,-71.5,35.66667
Y-792676,Stone-uncl,7.88,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28025,-71.5,35.66667
A-881483,Stone-uncl,7.88,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4192,-72,26
A-881335,Stone-uncl,7.87,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4044,-72,26
GRV 021947,H4,7.87,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=47884,-72.773056,75.340278
Y-792904,L6,7.86,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28253,-71.5,35.66667
A-880156,Stone-uncl,7.86,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2865,-72,26
A-881879,Stone-uncl,7.86,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4588,-72,26
GRV 99003,L4,7.86,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=11400,-73.08333,75.2
QUE 02143,H5,7.86,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18956,-84,168
LAP 02302,CM2,7.86,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12569,-86.36667,-70
Y-74582,H6,7.85,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24960,0,35.66667
Y-74347,Diogenite,7.85,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24725,-71.5,35.66667
ALHA78218,H4,7.85,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1831,-76.71667,159.66667
Y-790618,LL,7.85,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25967,-71.5,35.66667
Y-792872,H4,7.85,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28221,-71.5,35.66667
Y-81057,H5,7.85,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=29118,-71.5,35.66667
A-881602,Stone-uncl,7.85,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4311,-72,26
Y-75179,L6,7.84,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25220,-71.5,35.66667
Dho 832,H4/5,7.84,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7578,19.0504,54.4906
GRV 022234,L6,7.84,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=47925,-72.778611,75.315278
Y-790436,H4,7.83,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25785,-71.5,35.66667
Y-793439,L6,7.83,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28788,-71.5,35.66667
Y-74560,H6,7.82,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24938,0,35.66667
Y-74030,L6,7.82,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24408,-71.5,35.66667
Y-74248,H5,7.82,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24626,-71.5,35.66667
Y-792117,Stone-uncl,7.82,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27466,-71.5,35.66667
A-87085,Stone-uncl,7.82,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2442,-72,26
A-881423,Stone-uncl,7.81,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4132,-72,26
ALHA77079,H5,7.8,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1392,-76.71667,159.66667
ALHA77089,L6,7.8,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1402,-76.71667,159.66667
ALHA77106,H5,7.8,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1419,-76.71667,159.66667
ALHA77118,H5,7.8,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1430,-76.71667,159.66667
ALHA78067,H6,7.8,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=1683,-76.71667,159.66667
Y-790626,LL,7.8,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25975,-71.5,35.66667
RKPA80217,H5,7.8,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=22486,-76.20676,158.50007
RKPA80265,H6,7.8,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=22534,-76.21466,158.4273
EET 83289,L6,7.8,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=7929,-76.28361,157.23222
ALH 86609,L6,7.8,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=1034,-76.73102,159.41686
EET 87753,L6,7.8,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8303,-76.28528,156.45438
A-880904,Stone-uncl,7.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3613,-72,26
LEW 88090,H6,7.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13844,-84.25234,161.41725
EET 90189,L6,7.8,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8598,-76.28077,156.4968
FRO 90078,H5,7.8,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=10475,-72.95431,160.50065
PCA 91426,H5,7.8,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18717,-85.69376,-69.09772
PCA 91326,H5,7.8,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18617,-85.67993,-68.75044
RKP 92400,CM2,7.8,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=22409,-76.2314,158.06295
QUE 93429,CV3,7.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19517,-84.59924,162.19487
QUE 93306,H6,7.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19394,-84.60218,162.18199
FRO 93030,H4,7.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=10661,-72.98717,160.40433
QUE 94328,L5,7.8,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=19962,-84,168
QUE 94329,L6,7.8,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=19963,-84,168
GSS 024,H5,7.8,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=44885,25.28317,25.60833
EET 96177,L6,7.8,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9769,-76.18333,157.16667
QUE 97318,LL5,7.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20776,-84,168
QUE 97636,LL5,7.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21092,-84,168
QUE 97778,LL5,7.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21233,-84,168
QUE 97950,LL6,7.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21404,-84,168
FRO 97041,H4,7.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=10770,-72.98833,160.40667
GRA 98160,H6,7.8,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=11150,-86.71667,-141.5
QUE 99120,LL5,7.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21572,-84,168
MET 00950,LL5,7.8,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16184,-79.68333,159.75
MET 00955,L5,7.8,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16189,-79.68333,159.75
MET 00417,"Iron, IIIAB",7.8,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15652,-79.68333,155.75
MET 01110,LL6,7.8,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16343,-79.68333,159.75
MET 01292,LL6,7.8,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16524,-79.68333,159.75
TM 003,H4,7.8,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=24074,39.68449,-117.62072
QUE 02157,LL5,7.8,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18970,-84,168
RaW 008,L4,7.8,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=45879,21.1683,58.39145
Y-791952,H6,7.79,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27301,-71.5,35.66667
Y-8302,H4,7.79,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=29407,-71.5,35.66667
MAC 02611,H5,7.79,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14910,-84.21667,160.5
GRV 052885,L6,7.79,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=46487,-72.82528,75.35361
GRV 050122,H4,7.79,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=46423,-72.97583,75.26806
ALHA78026,H4,7.78,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1642,-76.71667,159.66667
Y-790780,H4,7.78,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26129,-71.5,35.66667
Y-792121,Stone-uncl,7.78,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27470,-71.5,35.66667
Y-81021,CO3,7.78,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=29082,-71.5,35.66667
Y-86100,H4,7.78,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29606,-71.5,35.66667
A-880109,Stone-uncl,7.78,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2818,-72,26
Y-791258,H4/5,7.77,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26607,-71.5,35.66667
Y-86330,H4,7.77,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29836,-71.5,35.66667
Y-74576,H6,7.76,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24954,0,35.66667
Y-74135,CO3,7.76,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24513,-71.5,35.66667
Y-792137,Stone-uncl,7.76,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27486,-71.5,35.66667
SaU 135,L5,7.76,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=23327,21.06481,57.27356
LAP 02277,CM1,7.76,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12544,-86.36667,-70
FRO 03026,L6,7.76,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=30584,-72.95422,160.45097
GRV 052173,H6,7.76,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=46475,-72.77306,75.33806
Y-791908,H4,7.75,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27257,-71.5,35.66667
Y-792124,Stone-uncl,7.75,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27473,-71.5,35.66667
Y-74208,H5,7.74,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24586,-71.5,35.66667
Y-791778,H6,7.74,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27127,-71.5,35.66667
Y-793171,L6,7.74,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28520,-71.5,35.66667
Y-86303,H4,7.73,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29809,-71.5,35.66667
GRV 020084,L5,7.73,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46665,-72.99667,75.20833
ALHA78212,H5,7.72,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1825,-76.71667,159.66667
Y-790611,LL,7.72,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25960,-71.5,35.66667
Y-792151,Stone-uncl,7.72,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27500,-71.5,35.66667
GSS 034,L5/6,7.72,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=51002,26.18667,25.45567
Y-792143,Stone-uncl,7.71,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27492,-71.5,35.66667
A-880143,Stone-uncl,7.71,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2852,-72,26
A-880682,Stone-uncl,7.71,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3391,-72,26
A-881195,Stone-uncl,7.71,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3904,-72,26
A-881722,Stone-uncl,7.71,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4431,-72,26
Tonk,CI1,7.7,Fell,1911,http://www.lpi.usra.edu/meteor/metbull.php?code=24026,24.65,76.86667
Puente-Ladron,L,7.7,Found,1944,http://www.lpi.usra.edu/meteor/metbull.php?code=18895,34.4,-106.85
RC 057,L5,7.7,Found,1973,http://www.lpi.usra.edu/meteor/metbull.php?code=22712,34.21667,-103.28333
Y-791755,L4,7.7,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27104,-71.5,35.66667
Y-793353,H4,7.7,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28702,-71.5,35.66667
RKPA80227,H5,7.7,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=22496,-76.21592,158.61984
ALHA81228,H5,7.7,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2187,-76.69194,159.38805
EET 83254,EH3,7.7,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=7894,-76.29611,157.23695
LEW 85469,H6,7.7,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12937,-84.28333,161.08333
Y-86785,Stone-uncl,7.7,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30291,-71.5,35.66667
LEW 86422,H5,7.7,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13352,-84.27377,161.69387
LEW 86536,H5,7.7,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13464,-84.24443,161.41022
LEW 86124,L5,7.7,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13063,-84.25638,161.4076
LEW 87212,H6,7.7,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13676,-84.2726,161.71641
LEW 87275,H5,7.7,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13736,-84.27262,161.71596
LEW 87140,LL6,7.7,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13607,-84.25443,161.41696
EET 87638,L6,7.7,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8188,-76.28101,156.45283
LEW 88634,L3.4,7.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14371,-84.26728,161.4481
LEW 88460,H5,7.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14204,-84.24855,161.4377
LEW 88089,L5,7.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13843,-84.25222,161.40951
LEW 88626,H5,7.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14364,-84.25149,161.38879
LEW 88721,L6,7.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14458,-84.28552,161.35956
FRO 90074,H6,7.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10471,-72.95556,160.46457
EET 90195,L6,7.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8604,-76.28749,156.4779
EET 90787,L6,7.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9196,-76.28296,156.45927
PCA 91322,H5,7.7,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18613,-85.67838,-69.07178
PCA 91345,H5,7.7,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18636,-85.67838,-69.06468
PCA 91137,H5,7.7,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18428,-85.67651,-69.03395
PCA 91163,H6,7.7,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18454,-85.67653,-69.03224
MCY 92503,H5,7.7,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=15376,-76.96667,162
EET 92123,H5,7.7,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9525,-76.05117,156.44728
EET 92183,CR2,7.7,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9584,-76.04009,156.04951
QUE 93278,H6,7.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19366,-84,168
QUE 93376,L6,7.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19464,-84,168
QUE 93377,H6,7.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19465,-84,168
QUE 93744,CV3,7.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19829,-84,168
QUE 93745,L5,7.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19830,-84,168
QUE 93109,L5,7.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19198,-84.57569,162.56685
QUE 93110,H6,7.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19199,-84.57559,162.56586
LEW 93821,H6,7.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=14544,-84.27388,161.68544
QUE 94588,L6,7.7,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20219,-84,168
QUE 97560,LL5,7.7,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21016,-84,168
QUE 97699,LL5,7.7,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21155,-84,168
GRA 98161,H6,7.7,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=11151,-86.71667,-141.5
QUE 99697,H5,7.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22143,-84,168
QUE 99901,LL5,7.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22345,-84,168
MET 01231,LL5,7.7,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16463,-79.68333,159.75
LAP 02318,H5,7.7,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12585,-86.36667,-70
FRO 10097,LL3,7.7,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=54880,-72.95285,160.48508
Y-790239,H6,7.69,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25588,-71.5,35.66667
Y-86315,H4,7.69,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29821,-71.5,35.66667
Y-790630,LL,7.68,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25979,-71.5,35.66667
Y-792079,Stone-uncl,7.68,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27428,-71.5,35.66667
Y-792116,Stone-uncl,7.68,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27465,-71.5,35.66667
Y-86317,H4,7.68,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29823,-71.5,35.66667
A-880095,Stone-uncl,7.67,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2804,-72,26
Forrest 023,L4,7.67,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=10146,-30.78167,127.94417
Y-790609,LL,7.66,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25958,-71.5,35.66667
Y-86305,H4,7.65,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29811,-71.5,35.66667
A-880358,Stone-uncl,7.65,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3067,-72,26
Y-792880,H5,7.64,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28229,-71.5,35.66667
A-881333,Stone-uncl,7.64,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4042,-72,26
Y-791921,L6,7.63,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27270,-71.5,35.66667
Y-792570,H4/5,7.63,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27919,-71.5,35.66667
MAC 02646,H6,7.63,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14943,-84.21667,160.5
Y-793460,H4,7.62,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28809,-71.5,35.66667
Y-86800,Stone-uncl,7.62,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30306,-71.5,35.66667
A-881351,Stone-uncl,7.62,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4060,-72,26
MET 00776,L6,7.62,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16010,-79.68333,155.75
Y-74534,H6,7.61,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24912,0,35.66667
Y-790598,LL,7.61,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25947,-71.5,35.66667
Y-792581,H4/5,7.61,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27930,-71.5,35.66667
Y-82168,L6,7.61,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29362,-71.5,35.66667
Dho 1003,H5,7.61,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=6803,18.92655,54.2624
ALHA77046,H6,7.6,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1360,-76.71667,159.66667
Y-790189,H5,7.6,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25538,-71.5,35.66667
Y-790832,LL6,7.6,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26181,-71.5,35.66667
LEW 86310,H5,7.6,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13242,-84.27387,161.68949
LEW 86121,H5,7.6,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13060,-84.25796,161.40188
LEW 86504,H6,7.6,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13434,-84.24642,161.38596
LEW 86193,L6,7.6,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13131,-84.25645,161.36202
LEW 88269,L5,7.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14020,-84.24248,161.48698
LEW 88753,L6,7.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14490,-84.23368,161.46315
LEW 88554,H5,7.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14295,-84.25285,161.39952
LEW 88515,LL6,7.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14258,-84.24937,161.39739
LEW 88451,H6,7.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14195,-84.25089,161.38403
LEW 88713,H5,7.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14450,-84.28213,161.37688
EET 90829,L6,7.6,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9238,-76.28958,156.4563
EET 90417,L6,7.6,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8826,-76.27264,156.42686
PCA 91191,L6,7.6,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18482,-85.69727,-67.6137
QUE 93595,L5,7.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19682,-84,168
QUE 93737,L5,7.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19822,-84,168
QUE 93129,H4,7.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19218,-84.57596,162.5685
QUE 94320,H6,7.6,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=19955,-84,168
QUE 94556,L5,7.6,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20188,-84,168
EET 96260,H5,7.6,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9851,-76.18333,157.16667
EET 96284,L6,7.6,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9875,-76.18333,157.16667
QUE 97136,LL5,7.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20594,-84,168
QUE 97317,H5,7.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20775,-84,168
QUE 971004,LL5,7.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20512,-84,168
MET 01232,Acapulcoite,7.6,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16464,-79.68333,159.75
MAC 02550,H6,7.6,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14856,-84.21667,160.5
GRV 020161,L6,7.6,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46716,-72.97889,75.26111
RaS 427,H5,7.6,Found,,http://www.lpi.usra.edu/meteor/metbull.php?code=56515,20.09889,56.40972
Y-790595,LL,7.59,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25944,-71.5,35.66667
Y-793553,H4,7.58,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28902,-71.5,35.66667
Y-86322,H4,7.58,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29828,-71.5,35.66667
Y-74287,H5,7.57,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24665,-71.5,35.66667
Y-790370,Stone-uncl,7.57,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25719,-71.5,35.66667
Y-792798,LL6,7.57,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28147,-71.5,35.66667
Y-793231,H4,7.57,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28580,-71.5,35.66667
A-880267,Stone-uncl,7.57,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2976,-72,26
